TIMESTAMP_START,TART,TA_F,VPD_F,PA_F,WS_F,NETRAD,TS_F_MDS_1
2.00301E+11,1630,19.08,9.998,98.4,0.802,37.32,14.28
2.00301E+11,1700,18.74,9.678,98.4,0.734,-37.51,14.33
2.00301E+11,1730,18.07,8.906,98.4,0.705,-74.55,14.36
2.00301E+11,1800,17.67,8.481,98.4,0.833,-94.9,14.38
2.00301E+11,0800,16.07,7.001,98.7,1.411,-30.34,13.72
2.00301E+11,0830,16.4,7.206,98.7,0.757,31.36,13.71
2.00301E+11,0900,17.26,7.907,98.7,0.415,103.2,13.7
2.00301E+11,0930,17.99,8.565,98.7,0.797,199.1,13.72
2.00301E+11,1000,18.28,8.85,98.7,1.103,279.1,13.75
2.00301E+11,1030,18.76,9.711,98.7,1.286,353.5,13.82
2.00301E+11,1100,19.1,10.181,98.7,1.219,397.4,13.89
2.00301E+11,1130,19.33,9.96,98.6,1.41,442.6,14
2.00301E+11,1200,19.4,10.276,98.5,1.34,464.8,14.1
2.00301E+11,1230,19.83,11.491,98.5,1.349,469.2,14.21
2.00301E+11,1300,20.15,11.927,98.5,1.506,461.7,14.31
2.00301E+11,1330,20.55,12.893,98.4,1.447,418.7,14.42
2.00301E+11,1400,20.52,12.69,98.4,1.603,363.5,14.57
2.00301E+11,1430,20.38,12.176,98.4,1.637,330.1,14.69
2.00301E+11,1500,20.43,13.206,98.3,1.622,284,14.81
2.00301E+11,1530,20.46,13.529,98.4,1.237,208,14.93
2.00301E+11,1600,20.6,13.08,98.4,0.607,114.9,15.02
2.00301E+11,1630,20.61,12.501,98.4,0.165,25.63,15.09
2.00301E+11,1700,20,11.405,98.4,0.798,-27.92,15.14
2.00301E+11,1730,19.32,10.485,98.4,1.29,-71.83,15.17
2.00301E+11,1800,19.32,10.886,98.5,1.009,-95.8,15.17
2.00301E+11,0800,17.37,9.1,98.5,1.359,-32.49,14.49
2.00301E+11,0830,17.46,8.593,98.5,0.706,43.57,14.46
2.00301E+11,0900,18.01,8.544,98.5,0.993,124.1,14.45
2.00301E+11,0930,18.22,8.633,98.5,1.262,207.7,14.46
2.00301E+11,1000,18.41,8.832,98.5,1.802,284.6,14.49
2.00301E+11,1030,18.39,8.947,98.5,1.704,352.8,14.55
2.00301E+11,1100,18.88,9.593,98.5,1.552,410,14.61
2.00301E+11,1130,18.98,9.791,98.4,1.7,451.2,14.71
2.00301E+11,1200,19.12,9.892,98.4,1.534,452.9,14.78
2.00301E+11,1230,19.68,10.438,98.3,1.344,480.4,14.86
2.00301E+11,1300,19.74,10.502,98.3,1.467,481.7,14.94
2.00301E+11,1330,19.83,10.628,98.2,1.834,456.5,15.04
